Date,Vessel,DWT,Origin,Destination,Cargo,Quantity,Rate,Laycan,Contract type
2021-06-24,Bay Fortune,156827,Taboneo,Vizag,Coal,140174,10.41,2021-07-11/2021-07-16,Spot
2023-06-14,Silver Voyager,78105,Beira,Vizag,Coal,68519,19.35,2023-06-21/2023-06-26,Spot
2023-11-11,Eastern Voyager,75385,Gladstone,Paradip,Coal,68451,16.33,2023-11-18/2023-11-21,Spot
2024-03-10,Coral Fortune,74012,Novorossiysk (Black Sea),Gangavaram,Coal,67129,28.28,2024-03-25/2024-03-28,Spot
2025-10-01,Blue Navigator,75880,Baltimore,Gangavaram,Coal,69203,34.55,2025-10-13/2025-10-18,Spot
2021-06-24,Grand Spirit,153583,Gladstone,Gangavaram,Coal,140945,17.9,2021-07-11/2021-07-18,COA
2022-10-17,Grand Horizon,160907,Taboneo,Dhamra,Coal,137514,10.34,2022-11-03/2022-11-10,Spot
2022-12-16,Blue Fortune,81387,Baltimore,Dhamra,Coal,76483,30.16,2022-12-31/2023-01-06,Spot
2023-09-12,Silver Fortune,79843,Dalrymple Bay,Gangavaram,Coal,75583,18.52,2023-09-22/2023-09-28,Spot
2024-03-10,Trade Horizon,152313,Nacala,Haldia,Coal,145893,21.2,2024-03-22/2024-03-25,COA
2021-04-25,Eastern Glory,76575,Taboneo,Vizag,Coal,71731,10.37,2021-05-09/2021-05-16,Spot
2020-10-27,Star Endeavour,77819,Hampton Roads,Haldia,Coal,66158,28.42,2020-11-04/2020-11-11,Time Charter
2022-04-20,Star Pioneer,154839,Muara Pantai,Haldia,Coal,134667,9.06,2022-05-05/2022-05-10,Spot
2023-12-11,Western Falcon,76988,Vostochny (Far East),Gopalpur,Coal,68255,24.15,2023-12-31/2024-01-07,Time Charter
2025-05-04,Coral Endeavour,176257,New Orleans,Gopalpur,Coal,164711,32.25,2025-05-13/2025-05-16,COA
2025-07-03,Coral Glory,167053,Taboneo,Paradip,Coal,150817,9.65,2025-07-17/2025-07-21,Spot
2024-08-07,Cape Progress,164920,Beira,Haldia,Coal,143734,17.62,2024-08-16/2024-08-23,COA
2020-06-29,Global Progress,76983,Nacala,Paradip,Coal,71954,20.56,2020-07-08/2020-07-15,Spot
2023-02-14,Atlantic Glory,152191,Nacala,Haldia,Coal,132721,20.05,2023-03-07/2023-03-10,COA
2022-12-16,Southern Venture,81274,Taboneo,Gangavaram,Coal,76052,10.98,2023-01-05/2023-01-11,Spot
2024-08-07,Silver Pride,80035,Novorossiysk (Black Sea),Dhamra,Coal,75877,24.25,2024-08-22/2024-08-26,Spot
2023-08-13,Silver Discovery,179213,Taboneo,Gangavaram,Coal,168072,10.92,2023-09-01/2023-09-08,Spot
2021-06-24,Trade Fortune,79911,Baltimore,Vizag,Coal,74458,34.99,2021-07-12/2021-07-16,Spot
2024-06-08,Pacific Phoenix,155488,Newcastle,Vizag,Coal,146745,14.78,2024-06-16/2024-06-22,Spot
2020-05-30,Global Harmony,151945,Dalrymple Bay,Gopalpur,Coal,129835,14.13,2020-06-16/2020-06-19,Spot
2020-05-30,Northern Legacy,181420,New Orleans,Paradip,Coal,172808,28.77,2020-06-19/2020-06-22,Time Charter
2020-03-01,Coral Spirit,150295,Beira,Gangavaram,Coal,144730,18.31,2020-03-22/2020-03-28,Spot
2021-04-25,Coral Eagle,151162,Taboneo,Paradip,Coal,139773,12.61,2021-05-08/2021-05-12,COA
2025-06-03,Cape Phoenix,163266,Taboneo,Dhamra,Coal,156986,12.2,2025-06-23/2025-06-27,Spot
2023-10-12,Eastern Legacy,74035,Nacala,Paradip,Coal,71234,21.67,2023-10-25/2023-10-28,COA
2022-05-20,Northern Spirit,160208,Baltimore,Gangavaram,Coal,146760,29.76,2022-06-06/2022-06-12,Spot
2022-08-18,Atlantic Fortune,81723,Beira,Gangavaram,Coal,78086,20.46,2022-08-29/2022-09-03,Spot
2020-03-01,Atlantic Endeavour,79492,New Orleans,Paradip,Coal,75894,29.12,2020-03-14/2020-03-19,Time Charter
2024-05-09,Western Navigator,162415,Hampton Roads,Gangavaram,Coal,142664,37.98,2024-05-24/2024-05-31,Spot
2020-12-26,Southern Legacy,75385,Beira,Paradip,Coal,69432,24.29,2021-01-02/2021-01-06,Time Charter
2023-02-14,Global Pioneer,155571,Newcastle,Dhamra,Coal,140500,14.11,2023-03-07/2023-03-11,Time Charter
2024-07-08,Sea Discovery,158621,Dalrymple Bay,Vizag,Coal,140855,16.51,2024-07-22/2024-07-27,Time Charter
2025-01-04,Sea Legacy,74408,Baltimore,Haldia,Coal,64848,35.0,2025-01-24/2025-01-31,Spot
2021-07-24,Silver Navigator,81514,Baltimore,Haldia,Coal,74240,33.63,2021-07-31/2021-08-04,Time Charter
2020-01-01,Royal Falcon,77962,Novorossiysk (Black Sea),Paradip,Coal,68064,20.23,2020-01-18/2020-01-23,COA
2020-10-27,Pacific Discovery,81159,Beira,Paradip,Coal,74833,22.79,2020-11-09/2020-11-12,Spot
2023-12-11,Silver Phoenix,80891,New Orleans,Vizag,Coal,74713,34.54,2023-12-30/2024-01-06,Spot
2023-02-14,Coral Voyager,171617,Samarinda,Gopalpur,Coal,155546,9.88,2023-03-06/2023-03-13,Spot
2021-07-24,Silver Pioneer,169601,Ust-Luga (Baltic),Vizag,Coal,145237,21.7,2021-08-08/2021-08-15,Spot
2025-10-01,Ocean Legacy,78761,Samarinda,Vizag,Coal,70507,9.45,2025-10-11/2025-10-16,Spot
2022-01-20,Royal Endeavour,80998,Baltimore,Haldia,Coal,76265,33.02,2022-01-27/2022-02-03,COA
2022-01-20,Cape Voyager,75631,Hay Point,Dhamra,Coal,70178,16.75,2022-02-08/2022-02-15,Spot
2025-02-03,Eastern Harmony,178948,Hampton Roads,Gangavaram,Coal,153406,36.21,2025-02-10/2025-02-13,Spot
2020-11-26,Bay Fortune,178530,Novorossiysk (Black Sea),Haldia,Coal,163532,19.56,2020-12-13/2020-12-18,Spot
2023-10-12,Trade Pride,166218,Novorossiysk (Black Sea),Dhamra,Coal,152431,23.0,2023-10-26/2023-10-29,Spot
2023-11-11,Ocean Horizon,180943,Hay Point,Gopalpur,Coal,155808,17.83,2023-11-18/2023-11-22,Spot
2023-02-14,Western Horizon,77519,Muara Pantai,Haldia,Coal,66784,10.45,2023-03-07/2023-03-10,Spot
2025-03-05,Grand Horizon,77068,Vostochny (Far East),Haldia,Coal,71772,22.06,2025-03-26/2025-03-29,Spot
2025-10-31,Sea Progress,78653,Taboneo,Vizag,Coal,73714,9.33,2025-11-13/2025-11-16,Spot
2022-06-19,Ocean Voyager,160306,Hampton Roads,Dhamra,Coal,144701,32.22,2022-07-03/2022-07-09,Spot
2021-11-21,Coral Fortune,81939,Beira,Paradip,Coal,76961,25.06,2021-12-08/2021-12-15,Spot
2025-02-03,Atlantic Endeavour,177186,Ust-Luga (Baltic),Gopalpur,Coal,168945,22.03,2025-02-11/2025-02-18,COA
2020-01-31,Eastern Navigator,75586,Dalrymple Bay,Paradip,Coal,72950,17.9,2020-02-19/2020-02-24,Time Charter
2024-12-05,Coral Legacy,171307,Muara Pantai,Vizag,Coal,162165,10.72,2024-12-17/2024-12-20,COA
2025-03-05,Royal Trader,79572,Dalrymple Bay,Dhamra,Coal,76737,16.15,2025-03-14/2025-03-19,Spot
2023-07-14,Sea Spirit,163654,Nacala,Haldia,Coal,141028,18.33,2023-08-02/2023-08-06,Spot
2022-06-19,Western Phoenix,81664,Taboneo,Dhamra,Coal,78270,12.69,2022-07-02/2022-07-08,Time Charter
2021-01-25,Pacific Horizon,155195,Hay Point,Haldia,Coal,132512,19.75,2021-02-12/2021-02-15,Time Charter
2025-10-01,Crown Navigator,177957,Taboneo,Paradip,Coal,159982,10.92,2025-10-09/2025-10-14,Spot
2024-06-08,Golden Harmony,76679,Beira,Gangavaram,Coal,72221,19.41,2024-06-21/2024-06-24,Spot
2023-04-15,Royal Harmony,178084,Hay Point,Gangavaram,Coal,169434,19.2,2023-04-24/2023-04-27,Spot
2025-04-04,Western Falcon,152651,Baltimore,Paradip,Coal,134484,33.71,2025-04-11/2025-04-18,Time Charter
2021-08-23,Ocean Fortune,162356,Muara Pantai,Gopalpur,Coal,147425,12.44,2021-09-11/2021-09-17,Spot
2023-11-11,Southern Horizon,178439,Nacala,Dhamra,Coal,161540,19.71,2023-11-29/2023-12-02,Time Charter
2022-09-17,Southern Progress,80130,Dalrymple Bay,Gangavaram,Coal,70434,17.1,2022-10-04/2022-10-08,COA
2021-02-24,Blue Endeavour,162674,Baltimore,Vizag,Coal,153531,37.34,2021-03-06/2021-03-09,Spot
2024-12-05,Star Phoenix,166752,Newcastle,Haldia,Coal,154146,16.27,2024-12-23/2024-12-27,Spot
2020-08-28,Silver Voyager,170095,Nacala,Haldia,Coal,159073,20.96,2020-09-07/2020-09-14,Spot
2020-03-31,Sea Pride,81181,Vostochny (Far East),Haldia,Coal,69964,22.41,2020-04-10/2020-04-14,Spot
2024-04-09,Star Horizon,173775,Hampton Roads,Gangavaram,Coal,165605,29.49,2024-04-21/2024-04-26,Spot
2020-12-26,Trade Endeavour,74235,Hampton Roads,Vizag,Coal,66875,34.21,2021-01-05/2021-01-12,Time Charter
2021-11-21,Trade Navigator,74894,Novorossiysk (Black Sea),Gangavaram,Coal,69372,24.66,2021-11-29/2021-12-06,Spot
2023-03-16,Blue Navigator,164153,Gladstone,Dhamra,Coal,140633,17.12,2023-03-24/2023-03-31,Spot
2021-06-24,Eastern Eagle,177778,Baltimore,Gangavaram,Coal,158074,35.63,2021-07-08/2021-07-12,Spot
2020-08-28,Golden Progress,180369,Hampton Roads,Haldia,Coal,159414,34.33,2020-09-13/2020-09-20,Spot
2021-01-25,Western Spirit,77026,Vostochny (Far East),Gangavaram,Coal,68091,23.14,2021-02-06/2021-02-12,Time Charter
2021-04-25,Northern Trader,81853,Ust-Luga (Baltic),Dhamra,Coal,72660,24.9,2021-05-15/2021-05-21,Spot
2020-07-29,Star Trader,160783,Nacala,Gopalpur,Coal,152916,22.6,2020-08-10/2020-08-13,Spot
2022-06-19,Royal Phoenix,164047,Ust-Luga (Baltic),Haldia,Coal,155678,19.84,2022-06-27/2022-07-03,Time Charter
2023-11-11,Cape Navigator,175609,Baltimore,Haldia,Coal,157341,35.82,2023-11-20/2023-11-24,Time Charter
2020-07-29,Star Harmony,169320,Muara Pantai,Dhamra,Coal,152489,10.76,2020-08-11/2020-08-18,Time Charter
2023-04-15,Royal Legacy,78951,Hampton Roads,Haldia,Coal,74699,36.74,2023-04-27/2023-05-04,Spot
2020-01-01,Global Venture,150049,Vostochny (Far East),Vizag,Coal,129500,20.58,2020-01-18/2020-01-25,Spot
2022-05-20,Grand Glory,76862,Dalrymple Bay,Haldia,Coal,69883,17.14,2022-06-06/2022-06-12,Time Charter
2025-06-03,Star Horizon,167729,Dalrymple Bay,Vizag,Coal,143066,15.47,2025-06-13/2025-06-16,Spot
2025-08-02,Crown Pride,79007,Baltimore,Vizag,Coal,74456,34.94,2025-08-09/2025-08-12,Time Charter
2020-04-30,Crown Glory,76093,Hay Point,Haldia,Coal,71360,16.09,2020-05-10/2020-05-16,COA
2023-10-12,Golden Discovery,76871,Muara Pantai,Dhamra,Coal,65430,9.58,2023-10-21/2023-10-26,Spot
2021-05-25,Atlantic Progress,74458,Nacala,Paradip,Coal,69903,19.61,2021-06-10/2021-06-15,Time Charter
2023-05-15,Crown Endeavour,77644,Hay Point,Haldia,Coal,69463,18.4,2023-06-04/2023-06-07,COA
2022-08-18,Southern Legacy,164359,Taboneo,Vizag,Coal,141426,8.56,2022-08-25/2022-08-28,COA
2020-12-26,Ocean Phoenix,171997,Nacala,Paradip,Coal,163799,17.94,2021-01-08/2021-01-12,COA
2024-01-10,Trade Venture,80597,Muara Pantai,Gangavaram,Coal,69853,9.45,2024-01-17/2024-01-23,COA
2022-09-17,Atlantic Progress,75852,Vostochny (Far East),Vizag,Coal,70479,21.11,2022-10-01/2022-10-06,COA
2023-09-12,Atlantic Falcon,76796,Vostochny (Far East),Haldia,Coal,72253,21.44,2023-09-21/2023-09-24,Time Charter
2021-11-21,Pacific Spirit,176977,Beira,Gopalpur,Coal,160496,22.09,2021-12-08/2021-12-13,Spot
2022-08-18,Royal Spirit,76999,Dalrymple Bay,Dhamra,Coal,67007,13.95,2022-08-27/2022-09-02,COA
2023-11-11,Global Progress,79498,Muara Pantai,Paradip,Coal,73370,10.99,2023-11-28/2023-12-01,Time Charter
2022-09-17,Western Glory,153346,Taboneo,Gangavaram,Coal,148259,8.58,2022-10-03/2022-10-07,Spot
2023-03-16,Eastern Pioneer,80184,Beira,Paradip,Coal,75876,23.37,2023-03-28/2023-04-03,Time Charter
2021-07-24,Sea Navigator,153998,Gladstone,Gangavaram,Coal,144314,16.32,2021-08-10/2021-08-15,Time Charter
2023-06-14,Sea Pride,164868,Nacala,Gopalpur,Coal,158001,21.07,2023-06-24/2023-06-28,COA
2023-08-13,Blue Endeavour,164696,Beira,Gopalpur,Coal,149489,22.83,2023-08-23/2023-08-27,Spot
2023-05-15,Grand Trader,78090,Nacala,Vizag,Coal,68892,20.97,2023-05-27/2023-06-02,COA
2023-05-15,Silver Navigator,81482,Hampton Roads,Haldia,Coal,71374,36.77,2023-05-25/2023-05-29,COA
2025-06-03,Star Navigator,76575,Novorossiysk (Black Sea),Dhamra,Coal,65130,23.29,2025-06-13/2025-06-18,Spot
2022-10-17,Royal Pioneer,76444,Vostochny (Far East),Paradip,Coal,70590,20.23,2022-11-03/2022-11-06,COA
2025-05-04,Silver Progress,173180,Hampton Roads,Paradip,Coal,148659,31.62,2025-05-11/2025-05-14,Time Charter
2022-12-16,Trade Venture,174389,Novorossiysk (Black Sea),Haldia,Coal,167087,20.78,2023-01-02/2023-01-06,Time Charter
2021-12-21,Blue Pride,161282,Hampton Roads,Vizag,Coal,148152,33.36,2022-01-04/2022-01-07,Time Charter
2022-01-20,Atlantic Spirit,161910,New Orleans,Vizag,Coal,138976,39.77,2022-01-28/2022-01-31,COA
2024-05-09,Sea Voyager,152522,Muara Pantai,Haldia,Coal,139412,10.43,2024-05-29/2024-06-04,Time Charter
2025-06-03,Northern Venture,75350,Hampton Roads,Haldia,Coal,71046,38.61,2025-06-18/2025-06-24,Time Charter
2021-12-21,Northern Glory,74525,Samarinda,Gangavaram,Coal,68170,12.16,2022-01-11/2022-01-15,Spot
2025-07-03,Atlantic Horizon,173926,Muara Pantai,Gopalpur,Coal,163767,8.84,2025-07-19/2025-07-22,Spot
2025-04-04,Royal Fortune,168555,Novorossiysk (Black Sea),Vizag,Coal,147812,24.72,2025-04-14/2025-04-17,Spot
2022-09-17,Coral Discovery,153891,Dalrymple Bay,Haldia,Coal,134409,17.29,2022-09-24/2022-09-28,Spot
2025-01-04,Bay Eagle,159679,New Orleans,Gopalpur,Coal,153029,30.82,2025-01-22/2025-01-28,Spot
2023-09-12,Crown Progress,166841,Taboneo,Paradip,Coal,160040,11.56,2023-09-22/2023-09-26,Spot
2020-11-26,Blue Discovery,80414,Nacala,Gopalpur,Coal,71853,20.84,2020-12-16/2020-12-19,Time Charter
2024-04-09,Trade Eagle,77282,Samarinda,Gopalpur,Coal,68031,9.93,2024-04-18/2024-04-22,Spot
2025-01-04,Coral Phoenix,78888,Dalrymple Bay,Vizag,Coal,68458,16.84,2025-01-16/2025-01-22,Spot
2021-08-23,Star Trader,154318,Muara Pantai,Haldia,Coal,143181,9.7,2021-09-11/2021-09-16,Spot
2025-06-03,Silver Navigator,79904,Baltimore,Paradip,Coal,75326,35.12,2025-06-12/2025-06-17,Time Charter
2022-04-20,Sea Navigator,75586,Newcastle,Gangavaram,Coal,70130,17.0,2022-05-10/2022-05-15,Time Charter
2022-10-17,Royal Phoenix,168998,Novorossiysk (Black Sea),Paradip,Coal,159135,20.03,2022-11-02/2022-11-09,Time Charter
2021-01-25,Northern Voyager,79159,Hampton Roads,Vizag,Coal,70481,35.08,2021-02-12/2021-02-18,Spot
2021-08-23,Golden Voyager,178793,Samarinda,Gangavaram,Coal,152456,9.81,2021-09-10/2021-09-16,Spot
2022-06-19,Sea Legacy,74015,Newcastle,Dhamra,Coal,69865,15.15,2022-07-10/2022-07-17,COA
2022-05-20,Bay Voyager,81271,Hampton Roads,Paradip,Coal,73951,28.35,2022-06-04/2022-06-10,Spot
2021-02-24,Trade Venture,173292,Hampton Roads,Dhamra,Coal,156584,33.95,2021-03-16/2021-03-23,Spot
2024-09-06,Bay Eagle,166286,New Orleans,Gangavaram,Coal,159123,36.43,2024-09-18/2024-09-22,COA
2023-01-15,Silver Pioneer,180450,Hampton Roads,Vizag,Coal,162615,35.05,2023-01-25/2023-01-30,Time Charter
2024-12-05,Western Falcon,76862,Baltimore,Paradip,Coal,66326,33.67,2024-12-25/2024-12-29,Time Charter
2025-07-03,Crown Phoenix,172700,New Orleans,Dhamra,Coal,164872,30.55,2025-07-18/2025-07-21,COA
2021-02-24,Bay Discovery,74888,New Orleans,Gangavaram,Coal,70528,32.24,2021-03-16/2021-03-23,Spot
2022-08-18,Bay Falcon,79731,Hay Point,Paradip,Coal,75965,16.98,2022-09-02/2022-09-05,Spot
2024-02-09,Grand Pioneer,155496,Beira,Gangavaram,Coal,148550,19.41,2024-02-18/2024-02-22,COA
2023-05-15,Grand Progress,162059,Gladstone,Paradip,Coal,152444,18.89,2023-06-04/2023-06-09,Time Charter
2020-11-26,Western Pioneer,74737,New Orleans,Paradip,Coal,69739,36.36,2020-12-03/2020-12-10,Time Charter
2021-07-24,Coral Phoenix,181659,Dalrymple Bay,Haldia,Coal,157874,16.71,2021-08-04/2021-08-10,Time Charter
2025-04-04,Golden Glory,78860,Baltimore,Dhamra,Coal,74409,29.53,2025-04-18/2025-04-25,Spot
2022-12-16,Northern Eagle,76978,Hay Point,Paradip,Coal,66116,14.63,2023-01-01/2023-01-05,Time Charter
2023-12-11,Sea Venture,75962,Hay Point,Dhamra,Coal,65918,16.29,2023-12-31/2024-01-07,Spot
2025-07-03,Southern Spirit,166949,Dalrymple Bay,Vizag,Coal,153613,15.26,2025-07-23/2025-07-28,COA
2023-12-11,Coral Trader,81921,Muara Pantai,Dhamra,Coal,72323,11.02,2023-12-25/2024-01-01,Spot
2025-03-05,Cape Navigator,77658,Taboneo,Gopalpur,Coal,69955,9.86,2025-03-17/2025-03-23,Spot
2021-03-26,Bay Discovery,165102,Beira,Haldia,Coal,148978,20.81,2021-04-16/2021-04-22,Spot
2022-02-19,Southern Eagle,74872,Novorossiysk (Black Sea),Vizag,Coal,64336,19.7,2022-03-01/2022-03-08,Spot
2020-01-31,Blue Pioneer,170827,Gladstone,Haldia,Coal,150514,14.11,2020-02-14/2020-02-18,Spot
2025-08-02,Blue Glory,74879,Dalrymple Bay,Paradip,Coal,70338,19.91,2025-08-09/2025-08-16,Spot
2021-12-21,Blue Trader,80602,Vostochny (Far East),Haldia,Coal,73851,21.44,2022-01-09/2022-01-16,Spot
2025-01-04,Crown Harmony,78203,Vostochny (Far East),Haldia,Coal,70930,23.12,2025-01-23/2025-01-26,Spot
2022-03-21,Southern Discovery,75222,Samarinda,Gangavaram,Coal,70183,11.48,2022-04-02/2022-04-08,COA
2025-01-04,Pacific Harmony,169073,Gladstone,Paradip,Coal,161408,15.35,2025-01-17/2025-01-24,Spot
2020-03-01,Trade Navigator,76443,Baltimore,Haldia,Coal,67313,36.25,2020-03-10/2020-03-16,Time Charter
2024-08-07,Trade Endeavour,78262,Beira,Dhamra,Coal,67370,24.58,2024-08-17/2024-08-23,Spot
2025-01-04,Grand Fortune,77226,Muara Pantai,Gopalpur,Coal,67192,13.12,2025-01-20/2025-01-23,Spot
2023-12-11,Golden Pioneer,156649,Muara Pantai,Paradip,Coal,136018,9.82,2023-12-25/2023-12-29,Time Charter
2022-08-18,Crown Progress,78436,Beira,Dhamra,Coal,68971,20.68,2022-09-02/2022-09-07,Spot
2021-09-22,Pacific Horizon,79957,Hay Point,Vizag,Coal,69779,17.31,2021-10-04/2021-10-11,Spot
2025-10-01,Blue Fortune,150507,Ust-Luga (Baltic),Dhamra,Coal,129012,23.96,2025-10-09/2025-10-15,Time Charter
2021-01-25,Western Navigator,162462,New Orleans,Haldia,Coal,151430,34.03,2021-02-09/2021-02-16,COA
2025-02-03,Crown Pride,76134,Taboneo,Gangavaram,Coal,66586,11.02,2025-02-10/2025-02-14,COA
2021-11-21,Royal Progress,80695,Gladstone,Paradip,Coal,75472,17.6,2021-11-28/2021-12-02,Time Charter
2020-07-29,Silver Spirit,171374,Taboneo,Gopalpur,Coal,151393,9.31,2020-08-14/2020-08-19,Spot
2020-09-27,Silver Pioneer,151065,Muara Pantai,Paradip,Coal,138945,9.47,2020-10-16/2020-10-20,Time Charter
2020-05-30,Golden Progress,76728,Nacala,Gangavaram,Coal,65813,23.96,2020-06-12/2020-06-17,Spot
2020-12-26,Bay Trader,179204,Nacala,Gopalpur,Coal,167486,23.41,2021-01-08/2021-01-15,Time Charter
2023-10-12,Western Falcon,171125,Hampton Roads,Gopalpur,Coal,148683,32.85,2023-10-19/2023-10-26,Spot
2020-12-26,Global Falcon,153089,Novorossiysk (Black Sea),Dhamra,Coal,142903,23.99,2021-01-13/2021-01-17,Spot
2022-06-19,Royal Discovery,81034,Hampton Roads,Paradip,Coal,69267,33.3,2022-07-02/2022-07-05,Time Charter
2025-06-03,Golden Pioneer,177192,Samarinda,Gangavaram,Coal,171780,9.18,2025-06-14/2025-06-17,Spot
2025-10-01,Western Phoenix,150394,Nacala,Paradip,Coal,139384,17.84,2025-10-14/2025-10-19,Spot
2023-02-14,Southern Legacy,76781,Vostochny (Far East),Gopalpur,Coal,72439,19.52,2023-03-04/2023-03-07,Spot
2022-04-20,Bay Trader,74157,Muara Pantai,Dhamra,Coal,65717,11.97,2022-05-04/2022-05-08,Spot
2020-10-27,Northern Pioneer,80312,Samarinda,Vizag,Coal,74993,9.36,2020-11-03/2020-11-07,Spot
2020-01-01,Global Harmony,75874,Dalrymple Bay,Vizag,Coal,73202,16.03,2020-01-19/2020-01-25,COA
2020-12-26,Pacific Spirit,76439,Nacala,Gopalpur,Coal,65702,23.61,2021-01-12/2021-01-17,Spot
2021-04-25,Silver Progress,79959,Novorossiysk (Black Sea),Gangavaram,Coal,72075,21.59,2021-05-07/2021-05-13,COA
2021-12-21,Royal Harmony,165102,Hay Point,Vizag,Coal,140810,17.79,2022-01-07/2022-01-12,Spot
2020-03-01,Sea Progress,78626,Taboneo,Gangavaram,Coal,76081,9.33,2020-03-17/2020-03-20,Spot
2025-03-05,Global Progress,76467,Newcastle,Gangavaram,Coal,69938,17.34,2025-03-24/2025-03-28,Spot
2023-06-14,Ocean Spirit,80688,Beira,Haldia,Coal,73571,20.96,2023-07-02/2023-07-05,COA
2023-02-14,Blue Venture,80824,Gladstone,Vizag,Coal,72147,15.32,2023-03-02/2023-03-05,Spot
2024-05-09,Western Pride,76653,Novorossiysk (Black Sea),Paradip,Coal,71514,22.99,2024-05-17/2024-05-20,Spot
2022-07-19,Silver Pride,76328,Nacala,Gopalpur,Coal,71977,22.57,2022-07-29/2022-08-05,Spot
2022-09-17,Bay Harmony,163491,Beira,Gangavaram,Coal,146405,17.81,2022-10-07/2022-10-13,Time Charter
2025-01-04,Trade Spirit,165007,Beira,Haldia,Coal,158301,23.71,2025-01-13/2025-01-19,Time Charter
2020-07-29,Star Falcon,79196,Gladstone,Dhamra,Coal,74948,16.72,2020-08-18/2020-08-24,COA
2023-12-11,Crown Falcon,160394,Ust-Luga (Baltic),Vizag,Coal,151327,25.87,2023-12-24/2023-12-31,Spot
2022-08-18,Royal Navigator,150111,Samarinda,Gopalpur,Coal,140208,9.47,2022-09-06/2022-09-11,Spot
2024-05-09,Grand Trader,80655,Vostochny (Far East),Gopalpur,Coal,73598,24.7,2024-05-28/2024-05-31,Spot
2023-09-12,Cape Progress,78015,Dalrymple Bay,Dhamra,Coal,70121,16.17,2023-09-23/2023-09-28,Spot
2024-07-08,Golden Navigator,80310,Hay Point,Haldia,Coal,69066,15.43,2024-07-25/2024-07-30,Time Charter
2025-01-04,Atlantic Harmony,178952,New Orleans,Gangavaram,Coal,162299,35.06,2025-01-19/2025-01-24,COA
2021-08-23,Star Eagle,181618,Hampton Roads,Gangavaram,Coal,166777,33.5,2021-09-02/2021-09-07,COA
2021-07-24,Trade Falcon,79513,Hampton Roads,Gangavaram,Coal,74333,35.82,2021-08-14/2021-08-19,Spot
2020-04-30,Pacific Phoenix,74983,Samarinda,Gangavaram,Coal,68244,9.64,2020-05-10/2020-05-13,Spot
2024-03-10,Eastern Spirit,78211,Newcastle,Gangavaram,Coal,72852,17.45,2024-03-26/2024-03-30,Spot
2022-03-21,Atlantic Horizon,181942,Samarinda,Gopalpur,Coal,159473,10.81,2022-04-08/2022-04-12,COA
2021-06-24,Eastern Eagle,177697,Vostochny (Far East),Dhamra,Coal,170807,18.76,2021-07-15/2021-07-21,Spot
2020-01-31,Silver Pride,81983,Samarinda,Dhamra,Coal,75272,9.8,2020-02-07/2020-02-11,Spot
2020-01-01,Sea Endeavour,81695,Vostochny (Far East),Gopalpur,Coal,79184,22.05,2020-01-19/2020-01-24,Spot
2024-05-09,Crown Horizon,78785,Baltimore,Haldia,Coal,68919,34.16,2024-05-30/2024-06-04,COA
2022-06-19,Royal Fortune,179707,Baltimore,Paradip,Coal,154804,30.76,2022-07-09/2022-07-15,Spot
2021-05-25,Golden Endeavour,163568,Samarinda,Gopalpur,Coal,154574,9.58,2021-06-11/2021-06-15,Spot
2020-08-28,Atlantic Discovery,78779,Beira,Dhamra,Coal,70168,23.57,2020-09-17/2020-09-24,COA
2020-08-28,Ocean Voyager,81456,Vostochny (Far East),Paradip,Coal,78493,22.04,2020-09-12/2020-09-15,Spot
2024-05-09,Bay Fortune,166790,Muara Pantai,Gopalpur,Coal,151053,12.57,2024-05-17/2024-05-23,Time Charter
2025-09-01,Eastern Legacy,75051,Samarinda,Dhamra,Coal,71380,11.22,2025-09-19/2025-09-25,COA
2024-07-08,Trade Voyager,159445,Taboneo,Paradip,Coal,139298,11.58,2024-07-23/2024-07-29,Time Charter
2021-06-24,Eastern Endeavour,81429,Novorossiysk (Black Sea),Haldia,Coal,74907,21.33,2021-07-14/2021-07-18,Time Charter
2022-07-19,Silver Trader,78068,New Orleans,Dhamra,Coal,68187,29.66,2022-08-03/2022-08-06,Spot
2020-05-30,Southern Legacy,79443,Vostochny (Far East),Gopalpur,Coal,75166,20.36,2020-06-18/2020-06-23,Spot
2022-05-20,Western Navigator,79745,Nacala,Paradip,Coal,76284,22.34,2022-06-01/2022-06-06,Spot
2020-01-01,Southern Phoenix,176694,Samarinda,Gopalpur,Coal,161816,8.81,2020-01-13/2020-01-19,Spot
2025-06-03,Blue Harmony,174229,Nacala,Paradip,Coal,159843,20.01,2025-06-15/2025-06-18,Spot
2021-07-24,Crown Eagle,177452,Muara Pantai,Haldia,Coal,165306,10.6,2021-08-12/2021-08-18,Spot
2023-07-14,Cape Glory,78340,Ust-Luga (Baltic),Dhamra,Coal,69707,23.2,2023-07-21/2023-07-26,Time Charter
2023-06-14,Sea Trader,165650,Vostochny (Far East),Gangavaram,Coal,147431,20.61,2023-07-02/2023-07-07,Spot
2020-09-27,Royal Eagle,76094,Novorossiysk (Black Sea),Dhamra,Coal,65277,22.72,2020-10-14/2020-10-18,COA
2022-07-19,Grand Progress,78022,Vostochny (Far East),Paradip,Coal,74516,23.4,2022-08-04/2022-08-10,Time Charter
2022-05-20,Blue Discovery,76038,Samarinda,Gopalpur,Coal,70824,13.15,2022-05-27/2022-06-03,Spot
2024-02-09,Cape Pride,167947,Nacala,Dhamra,Coal,148946,19.83,2024-02-24/2024-03-01,Spot
